[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_094231d7._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/app_icon_png_mjs_3b2c48cf._.js → 200 (26ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_c8525d27._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana_7756c642._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_token_dist_src_index_mjs_2c09a0b9._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_token-2022_dist_src_index_mjs_77533f1c._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_stake_dist_src_index_mjs_6d9bc33b._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.424Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana_client_dist_index_browser_mjs_c7f7fd2a._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/node_modules_fe3a2a46._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/app_916057c3._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/app_layout_tsx_78cdd4a3._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/app_31ea23b1._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/node_modules_lucide-react_dist_esm_icons_1551df3b._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/app_settlement_page_tsx_6959ca5d._.js → pending (?ms, ?B)
[2026-03-28T10:02:36.425Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_78cdd4a3.js → pending (?ms, ?B)
[2026-03-28T10:02:36.444Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → pending (?ms, ?B)
[2026-03-28T10:02:36.507Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (8ms, 15433B)
[2026-03-28T10:02:36.509Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_f26f265a._.js → 200 (6ms, 288B)
[2026-03-28T10:02:36.516Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-03-28T10:02:36.520Z] POST https://api.devnet.solana.com/ → 200 (188ms, 583B)
[2026-03-28T10:02:36.547Z] POST https://api.devnet.solana.com/ → 200 (160ms, 1298B)
[2026-03-28T10:02:36.547Z] POST https://api.devnet.solana.com/ → 200 (160ms, 538B)
[2026-03-28T10:02:36.547Z] POST https://api.devnet.solana.com/ → 200 (87ms, 191B)
[2026-03-28T10:02:47.746Z] GET http://localhost:3000/admin → 200 (268ms, 30158B)
[2026-03-28T10:02:48.017Z] GET http://localhost:3000/_next/static/media/70bc3e132a0a741e-s.p.15008bfb.woff2 → 200 (?ms, ?B)
[2026-03-28T10:02:48.017Z] GET http://localhost:3000/_next/static/media/83afe278b6a6bb3c-s.p.3a6ba036.woff2 → 200 (?ms, ?B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__7a9a3280._.css → 200 (3ms, 53764B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_bae88007._.js → 200 (2ms, 671B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_1e674e59._.js → 200 (50ms, 1046576B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_9212ccad._.js → 200 (18ms, 169624B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_1dd7fb59.js → 200 (49ms, 802042B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_a0e4c7b4._.js → 200 (18ms, 144411B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_aaee43fe._.js → 200 (48ms, 642596B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_7a8122d0._.js → 200 (26ms, 205661B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_d80fb378._.js → 200 (23ms, 1979B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/_a0ff3932._.js → 200 (23ms, 783B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/turbopack-_45210fd5._.js → 200 (34ms, 73896B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_094231d7._.js → 200 (34ms, 119301B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/app_icon_png_mjs_3b2c48cf._.js → 200 (34ms, 262B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_c8525d27._.js → 200 (41ms, 190020B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana_7756c642._.js → 200 (39ms, 137455B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_token_dist_src_index_mjs_2c09a0b9._.js → 200 (46ms, 211533B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_token-2022_dist_src_index_mjs_77533f1c._.js → 200 (96ms, 802370B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana-program_stake_dist_src_index_mjs_6d9bc33b._.js → 200 (49ms, 138082B)
[2026-03-28T10:02:48.019Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40solana_client_dist_index_browser_mjs_c7f7fd2a._.js → 200 (94ms, 160949B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/node_modules_fe3a2a46._.js → 200 (96ms, 1139969B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/app_916057c3._.js → 200 (93ms, 73911B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/app_layout_tsx_78cdd4a3._.js → 200 (72ms, 800B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/app_eea65369._.js → 200 (94ms, 193009B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/node_modules_lucide-react_dist_esm_icons_1cbb0998._.js → 200 (94ms, 4256B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/app_admin_page_tsx_6959ca5d._.js → 200 (93ms, 317B)
[2026-03-28T10:02:48.020Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_78cdd4a3.js → 200 (94ms, 206B)
[2026-03-28T10:02:48.035Z] GET http://localhost:3000/_next/image?url=%2Flogo.png&w=32&q=75 → 304 (57ms, ?B)
[2026-03-28T10:02:48.078Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_c8c997ce._.js → 200 (37ms, 15433B)
[2026-03-28T10:02:48.078Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_f26f265a._.js → 200 (37ms, 288B)
[2026-03-28T10:02:48.114Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-03-28T10:02:48.118Z] POST https://api.devnet.solana.com/ → 200 (156ms, 435B)
